title,description,category,price_type,price,age_range,address,latitude,longitude,image_url,image_source,date,time,phone,website,has_deal,deal_description,deal_expiry,tags,metro_area,schema_version
Fitger's Brewhouse,"Historic brewery complex on the Lakewalk with a full restaurant and pub menu; casual and kid-welcoming during daytime/dinner hours (confirm current family hours each run). Route to restaurants; tags family-dining, brewpub, american, kids, family, duluth.",restaurants,Varies,,All ages,"600 E Superior St, Duluth, MN 55802",46.79240,-92.09062,https://images.squarespace-cdn.com/content/v1/5f8df13630c8a17d726f019a/bf8f7353-68c1-423a-be2e-23a89858d35d/wild+rice+burger.jpg?format=1000w,curated,,,(218) 279-2739,https://fitgersbrewhouse.com/,False,,,"family-dining,brewpub,american,kids,family,duluth,outstate","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Purple Goat - Rochester,"Lively spot with a creative menu, big desserts, and a solid kids' menu — an energetic, fun-atmosphere family pick. Route to restaurants; tags family-dining, american, dessert, kids-menu, kids, family, rochester.",restaurants,Varies,$$,All ages,"3708 N Broadway Ave, Rochester, MN 55906",44.05984,-92.45111,https://d1w7312wesee68.cloudfront.net/UWkG6_gVJY4O0AeGhKskN06QmpW44Iz2LkhjXCx8Als/ext:webp/quality:85/preset:xxl/plain/s3://toasttab/restaurants/restaurant-128487000000000000/menu/items/4/item-200000023022494294_1750449992.jpg,curated,,,,https://purplegoatmn.com/,False,,,"family-dining,american,dessert,kids-menu,kids,family,rochester,restaurant","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
The Workshop Food Hall & Bar - Rochester,"Food hall in a restored 1930s canning factory with several vendors (pizza, tacos, chicken, more) — kids each pick their own cuisine, which makes picky-eater nights easy. Route to restaurants; tags family-dining, food-hall, pizza, tacos, kids, family, rochester.",restaurants,Varies,,All ages,"1232 3rd Ave SE, Rochester, MN 55904",44.005561,-92.458262,https://images.pexels.com/photos/27866922/pexels-photo-27866922.jpeg,curated_category,,,,https://workshopfoodhall.com/,False,,,"family-dining,food-hall,pizza,tacos,kids,family,rochester,kids-menu,multi-cuisine","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Whistle Binkies On the Lake,"Casual waterside pub-and-grill with lakeside seating and a varied kids' menu (burgers, pasta, wraps). Route to restaurants; tags family-dining, american, lakeside, kids-menu, kids, family, rochester.",restaurants,Varies,,All ages,"247 Woodlake Dr SE, Rochester, MN 55904",43.97359,-92.45581,https://images.pexels.com/photos/38081727/pexels-photo-38081727.jpeg,curated_category,,,,https://www.whistlebinkiespub.com/,False,,,"family-dining,american,lakeside,kids-menu,kids,family,rochester,outdoor-patio","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Val's Rapid Serve,"Legendary since 1947 — a classic burger-and-shake stand with 20+ malt/shake flavors; a quintessential multi-generational kid favorite (mostly walk-up/takeout, so note that in description).",restaurants,Varies,,All ages,"628 E St Germain St, St. Cloud, MN 56304",45.56775,-94.14539,https://images.pexels.com/photos/12557597/pexels-photo-12557597.jpeg,curated_category,,,,https://valshamburgers.com/,False,,,"family-dining,burgers,malts,dessert,kids,family,st-cloud","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Pagliai's Pizza,"Downtown pizzeria since 1969 — classic pizzas, sandwiches, and pasta in a casual, kid-friendly room. Route to restaurants; tags family-dining, pizza, italian, kids, family, mankato.",restaurants,Varies,$$,All ages,"524 S Front St, Mankato, MN 56001",44.16316,-94.00705,https://www.pagliaismankato.com/wp-content/uploads/2021/02/image_50412801-scaled-e1613844227814-1024x604.jpg,curated,,,,https://www.pagliaismankato.com/,False,,,"family-dining,pizza,italian,kids,family,mankato,kids-menu","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
NoLabelle Kitchen + Bar,"Locally-sourced American kitchen with burgers and a welcoming, family-friendly atmosphere downtown. Route to restaurants; tags family-dining, american, burgers, kids-menu, kids, family, mankato.",restaurants,Varies,,All ages,"520 S Front St, Ste 500, Mankato, MN 56001",44.16352,-94.00668,https://images.pexels.com/photos/12557597/pexels-photo-12557597.jpeg,curated_category,,,,https://www.nolabellekitchen.com/,False,,,"family-dining,american,burgers,kids-menu,kids,family,mankato","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Moorhead Fryn' Pan Family Restaurant,"Open 24 hours — hearty breakfast all day, comfort-food classics, and a kids' menu; a dependable any-time family stop. Route to restaurants; tags family-dining, diner, breakfast, comfort-food, kids-menu, kids, family, moorhead.",restaurants,Varies,$7-14,All ages,"2920 Hwy 10 E, Moorhead, MN 56560",46.87391,-96.75387,https://images.pexels.com/photos/38081727/pexels-photo-38081727.jpeg,curated_category,,All day,(218) 236-0292,https://moorheadfrynpan.com/,False,,,"family-dining,diner,breakfast,comfort-food,kids-menu,kids,family,moorhead,outstate","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
The Barn,"Historic hometown restaurant famous for Maid-Rite loose-meat sandwiches, family-style comfort food, and homemade pies — a classic lakes-area family spot. Route to restaurants; tags family-dining, american, diner, comfort-food, dessert, kids, family, brainerd.",restaurants,Varies,$$,All ages,"711 Washington St, Brainerd, MN 56401",46.35837,-94.19894,https://images.pexels.com/photos/28442529/pexels-photo-28442529.jpeg,curated_category,,,,https://thebarnbrainerd.com/,False,,,"family-dining,american,diner,comfort-food,dessert,kids,family,brainerd,casual,kids-menu","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Triangle Drive-In,"Old-school drive-in and ice-cream parlour — burgers, hot dogs, and frozen treats; a nostalgic warm-weather family destination. Route to restaurants; tags family-dining, drive-in, ice-cream, burgers, kids, family, brainerd.",restaurants,Varies,,All ages,"714 Mill Ave, Brainerd, MN 56401",46.36631,-94.17775,https://images.pexels.com/photos/5373242/pexels-photo-5373242.jpeg,curated_category,,,,https://www.brainerd.com/business/triangle-drive-in-treats/,False,,,"family-dining,drive-in,ice-cream,burgers,kids,family,brainerd","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
371 Diner,"1950s-themed family diner with big portions and comfort-food classics in a fun retro setting (Brainerd/Baxter area). Route to restaurants; tags family-dining, diner, comfort-food, breakfast, kids, family, brainerd.",restaurants,Varies,,All ages,"14901 Edgewood Dr, Baxter, MN 56425",46.36854,-94.24505,https://images.pexels.com/photos/5373242/pexels-photo-5373242.jpeg,curated_category,,,,https://www.brainerd.com/business/371-diner/,False,,,"family-dining,diner,comfort-food,breakfast,kids,family,brainerd","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Lucky Dogs,"Gourmet hot-dog shop with 27 signature dogs and patio views of Lake Bemidji — a fun, casual, kid-pleasing lunch stop downtown. Route to restaurants; tags family-dining, hotdogs, casual, kids, family, bemidji.",restaurants,Varies,,All ages,"201 Beltrami Ave NW, Bemidji, MN 56601",47.46960,-94.88131,https://www.luckydogsbemidji.com/uploads/7/9/2/6/79262672/editor/img-2453.jpg,curated,,,,https://www.luckydogsbemidji.com/,False,,,"family-dining,hotdogs,casual,kids,family,bemidji,kids-menu,casual-dining","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Minnesota Nice Cafe,"Family-owned home-style café (since 2006) with comfort-food breakfasts and lunches; limited hours (confirm each run). Route to restaurants; tags family-dining, cafe, breakfast, comfort-food, kids, family, bemidji.",restaurants,Varies,$,All ages,"315 Irvine Ave NW, Bemidji, MN 56601",47.47117,-94.88572,https://images.pexels.com/photos/5373242/pexels-photo-5373242.jpeg,curated_category,,,,http://www.minnesotanicecafe.com/,False,,,"family-dining,cafe,breakfast,comfort-food,kids,family,bemidji,casual-dining,kids-menu,family-friendly","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Winona Family Restaurant,"Purpose-built family restaurant with an extensive breakfast menu and a kids' menu — a straightforward, welcoming any-time spot. Route to restaurants; tags family-dining, breakfast, diner, kids-menu, kids, family, winona.",restaurants,Varies,$,All ages,"1611 W Service Dr, Winona, MN 55987",44.04955,-91.68081,https://images.pexels.com/photos/38081727/pexels-photo-38081727.jpeg,curated_category,,,5074545104,https://winonafamilyrestaurant.weebly.com/,False,,,"family-dining,breakfast,diner,kids-menu,kids,family,winona","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Lakeview Drive Inn - Winona,"Classic seasonal drive-in — burgers, hot dogs, and homemade root beer; nostalgic, easy, and fun with kids. Route to restaurants; tags family-dining, drive-in, burgers, kids, family, winona.",restaurants,Varies,$8-16,All ages,"610 E Sarnia St, Winona, MN 55987",44.03884,-91.62631,https://images.pexels.com/photos/12557597/pexels-photo-12557597.jpeg,curated_category,,All day,,http://www.lakeviewdriveinn.com/,False,,,"family-dining,drive-in,burgers,kids,family,winona,kids-menu,all-ages,outstate/day-trip,paid,diner,southeast,dessert","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
DJ's Tap House & Grill,"Casual burgers-and-grill spot with a kids' menu and kid pricing — a relaxed family choice near the lakes. Route to restaurants; tags family-dining, burgers, grill, kids-menu, kids, family, alexandria.",restaurants,Varies,,All ages,"3007 Hwy 29 S, Ste 103, Alexandria, MN 56308",45.88351,-95.3745,https://images.pexels.com/photos/33858065/pexels-photo-33858065.jpeg,curated,,,,https://djstaphouse.com/,False,,,"family-dining,burgers,grill,kids-menu,kids,family,alexandria","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
3 Squares Restaurant,"Scratch-made American comfort food with a strong kids' menu — a roomy, popular Arbor Lakes family brunch/dinner spot. Route to restaurants; tags family-dining, american, breakfast, brunch, kids-menu, kids, family, maple-grove, west-metro, twin-cities.",restaurants,Varies,6,All ages,"12690 Arbor Lakes Pkwy N, Maple Grove, MN 55369",45.09862,-93.44108,https://images.squarespace-cdn.com/content/v1/5f88a2786125611b0e762d5d/3d7eb7db-9d95-4c05-91ce-1aabbb9f50b7/Copy+of+DSC_9419.jpg?format=1500w,curated,,,,https://www.3squaresrestaurant.com/,False,,,"family-dining,american,breakfast,brunch,kids-menu,kids,family,maple-grove,west-metro,twin-cities","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Granite City Food & Brewery,"Casual brewery-restaurant with a broad menu and a kids' menu — an easy, kid-welcoming sit-down option. Route to restaurants; tags family-dining, american, brewpub, kids-menu, kids, family, maple-grove, west-metro, twin-cities.",restaurants,Varies,$15-25,All ages,"11909 Main St N, Maple Grove, MN 55369",45.09088,-93.43469,https://images.pexels.com/photos/17429503/pexels-photo-17429503.jpeg,curated_category,,9:00 AM - 2:00 PM (Sunday brunch),,https://www.gcfb.com/,False,,,"family-dining,american,brewpub,kids-menu,kids,family,maple-grove,west-metro,twin-cities,all-ages,st-cloud,outstate/day-trip,paid,breakfast","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
The Scoreboard Bar & Grill,"Family-friendly sports bar-and-grill with a kids' menu and games — a casual, easy weeknight option. Route to restaurants; tags family-dining, american, sports-bar, kids-menu, kids, family, minnetonka, west-metro, twin-cities.",restaurants,Varies,,All ages,"5765 Sanibel Dr, Minnetonka, MN 55343",44.90006,-93.42299,https://images.pexels.com/photos/33858065/pexels-photo-33858065.jpeg,curated,,,,https://scoreboardmn.com/,False,,,"family-dining,american,sports-bar,kids-menu,kids,family,minnetonka,west-metro,twin-cities","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
McCormick's Pub,"Irish pub-and-grill in downtown Wayzata with a welcoming, family-friendly daytime/dinner atmosphere and a kids' menu (confirm current family hours each run). Route to restaurants; tags family-dining, pub, american, kids-menu, kids, family, wayzata, west-metro, twin-cities.",restaurants,Varies,,All ages,"331 Broadway Ave S, Wayzata, MN 55391",44.97006,-93.51137,https://images.pexels.com/photos/5373242/pexels-photo-5373242.jpeg,curated_category,,,,https://mccormicks.pub/,False,,,"family-dining,pub,american,kids-menu,kids,family,wayzata,west-metro,twin-cities","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Northern Taphouse,"Casual American taphouse with a broad menu and a kids' menu — a comfortable family sit-down option. Route to restaurants; tags family-dining, american, taphouse, kids-menu, kids, family, plymouth, west-metro, twin-cities.",restaurants,Varies,,All ages,"220 Carlson Pkwy N, Plymouth, MN 55447",44.98103,-93.46133,https://images.pexels.com/photos/5990494/pexels-photo-5990494.jpeg,curated_category,,,,https://northerntaphouse.com/,False,,,"family-dining,american,taphouse,kids-menu,kids,family,plymouth,west-metro,twin-cities","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Pappy's Cafe & Tavern,"Neighborhood café-and-tavern with all-day breakfast and a kids' menu — a relaxed, family-welcoming local spot. Route to restaurants; tags family-dining, cafe, breakfast, american, kids-menu, kids, family, andover, north-metro, twin-cities.",restaurants,Varies,,All ages,"13827 Round Lake Blvd NW, Andover, MN 55304",45.22029,-93.35721,https://images.pexels.com/photos/12557597/pexels-photo-12557597.jpeg,curated_category,,,,https://pappysmn.com/,False,,,"family-dining,cafe,breakfast,american,kids-menu,kids,family,andover,north-metro,twin-cities","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Chanticlear Pizza,"Longtime Minnesota pizza chain — classic pizzas in a casual, kid-friendly room. Route to restaurants; tags family-dining, pizza, kids, family, anoka, north-metro, twin-cities.",restaurants,Varies,,All ages,"440 Bunker Lake Blvd NW, Anoka, MN 55303",45.22019,-93.27934,https://images.pexels.com/photos/38081727/pexels-photo-38081727.jpeg,curated_category,,,,https://chanticlearpizza.com/,False,,,"family-dining,pizza,kids,family,anoka,north-metro,twin-cities","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Tono Pizzeria + Cheesesteaks,"Casual pizza-and-cheesesteak spot with a kid-pleasing menu — an easy family dinner option. Route to restaurants; tags family-dining, pizza, cheesesteaks, kids, family, coon-rapids, north-metro, twin-cities.",restaurants,Varies,,All ages,"3500 124th Ave NW, Coon Rapids, MN 55433",45.19578,-93.35437,https://tonomn.com/wp-content/uploads/2021/05/GOOD-FOOD-1600x0-c-default-q40.jpg,curated,,,,https://tonomn.com/,False,,,"family-dining,pizza,cheesesteaks,kids,family,coon-rapids,north-metro,twin-cities","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
David Fong's,"Longtime family-run Chinese-American restaurant (since 1958) — a nostalgic, multi-generational family favorite with a kids' menu. Route to restaurants; tags family-dining, chinese, american, kids-menu, kids, family, bloomington, south-metro, twin-cities.",restaurants,Varies,,All ages,"9329 Lyndale Ave S, Bloomington, MN 55420",44.83456,-93.28852,https://images.pexels.com/photos/28442529/pexels-photo-28442529.jpeg,curated_category,,,,https://www.adventurezoneduluth.com/,False,,,"family-dining,chinese,american,kids-menu,kids,family,bloomington,south-metro,twin-cities","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Junior's Cafe & Grill,"Family café with all-day breakfast and comfort food plus a kids' menu — an easy, welcoming any-time spot. Route to restaurants; tags family-dining, cafe, breakfast, comfort-food, kids-menu, kids, family, eagan, south-metro, twin-cities.",restaurants,Varies,,All ages,"1340 Duckwood Dr, Eagan, MN 55123",44.82695,-93.16245,https://images.pexels.com/photos/33858065/pexels-photo-33858065.jpeg,curated,,,,https://juniorscafeandgrill.com/,False,,,"family-dining,cafe,breakfast,comfort-food,kids-menu,kids,family,eagan,south-metro,twin-cities","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Leo's Grill & Malt Shop,"Classic 1950s-style malt shop and diner on historic Main Street — hand-dipped malts, burgers, and fries; a nostalgic kid favorite. Route to restaurants; tags family-dining, diner, malts, burgers, dessert, kids, family, stillwater, east-metro, twin-cities.",restaurants,Varies,$,All ages,"131 Main St S, Stillwater, MN 55082",45.05595,-92.80564,https://images.pexels.com/photos/33858065/pexels-photo-33858065.jpeg,curated,,Mon-Sun 11am-8pm,(651) 351-3943,https://leosgrill.com/,False,,,"family-dining,diner,malts,burgers,dessert,kids,family,stillwater,east-metro,twin-cities,ice-cream,classic","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
LoLo American Kitchen & Craft Bar,"Downtown American kitchen with a broad, approachable menu and a kids' menu — a lively, family-welcoming spot (confirm current family hours each run). Route to restaurants; tags family-dining, american, kids-menu, kids, family, stillwater, east-metro, twin-cities.",restaurants,Varies,,All ages,"233 Main St S, Stillwater, MN 55082",45.054077,-92.804993,https://images.squarespace-cdn.com/content/v1/5b459639cc8fed7d1b2cf471/1668404482107-8UTDU5QQTPSY3I19NLCE/Andrew-Cebulka--9756.jpg?format=1000w,curated,,,,https://loloamericankitchen.com/,False,,,"family-dining,american,kids-menu,kids,family,stillwater,east-metro,twin-cities","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Hazelwood Food and Drink,"Contemporary American restaurant with a kids' menu — a comfortable, family-welcoming sit-down option. Route to restaurants; tags family-dining, american, kids-menu, kids, family, woodbury, east-metro, twin-cities.",restaurants,Varies,,All ages,"9240 Hudson Rd, Woodbury, MN 55125",44.94760,-92.91905,https://hazelwoodfoodanddrink.com/wp-content/uploads/2019/01/IMG_20170917_181156_561.jpg,curated,,,,https://hazelwoodfoodanddrink.com/,False,,,"family-dining,american,kids-menu,kids,family,woodbury,east-metro,twin-cities","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Acqua,"Lakeside Italian-American restaurant with big water views and a kids' menu — a scenic, family-friendly spot on White Bear Lake (confirm seasonal hours each run). Route to restaurants; tags family-dining, italian, american, lakeside, kids-menu, kids, family, white-bear-lake, east-metro, twin-cities.",restaurants,Varies,,All ages,"4453 Lake Ave S, White Bear Lake, MN 55110",45.07611,-93.01658,https://images.squarespace-cdn.com/content/v1/686d6f53d049013d16aed92c/c46ddd04-f4bd-4109-8bec-fcd035d19ca7/250721_Sorensen_0006.jpg?format=1500w,curated,,,,https://acquawbl.com/,False,,,"family-dining,italian,american,lakeside,kids-menu,kids,family,white-bear-lake,east-metro,twin-cities","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
